,Player,Pos,Age,Tm,G,TOT_MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
261,Joe Harris,SF,28.0,BRK,63.0,1946,12.7,.592,.523,.118,3.3,10.9,7.2,10.3,0.9,0.7,11.1,17.9,2.1,1.7,3.8,.094,0.0,-0.5,-0.5,0.8
262,Tobias Harris,PF,27.0,PHI,65.0,2243,16.8,.557,.309,.183,2.7,19.0,10.8,14.6,1.1,1.3,7.9,23.6,3.0,2.6,5.6,.120,1.0,-0.4,0.6,1.5
263,Shaquille Harrison,SF,26.0,CHI,43.0,484,17.8,.559,.255,.303,4.8,15.3,9.8,15.3,3.4,3.7,9.2,18.1,0.8,0.8,1.5,.153,0.4,2.4,2.8,0.6
264,Josh Hart,SF,24.0,NOP,57.0,1563,11.7,.556,.676,.189,3.6,21.4,12.5,8.0,1.7,1.1,11.1,15.3,1.0,1.7,2.7,.083,-1.2,0.6,-0.6,0.6
266,Isaiah Hartenstein,C,21.0,HOU,23.0,266,18.7,.674,.075,.418,11.4,24.2,17.7,9.8,1.6,3.9,16.8,14.8,0.7,0.4,1.1,.191,-0.9,1.3,0.4,0.2
267,Udonis Haslem,PF,39.0,MIA,3.0,21,3.0,.322,.333,.667,0.0,41.0,21.4,6.2,0.0,0.0,0.0,16.3,0.0,0.0,0.0,-0.032,-9.7,-3.0,-12.7,-0.1
268,Jaxson Hayes,C,19.0,NOP,56.0,951,17.8,.675,.017,.736,9.0,15.7,12.3,7.5,1.1,4.6,11.6,15.1,2.5,1.0,3.5,.176,-0.8,0.8,0.1,0.5
269,Gordon Hayward,SF,29.0,BOS,45.0,1501,18.2,.593,.311,.183,3.2,17.6,10.5,19.0,1.1,1.2,10.8,20.9,3.1,1.9,5.0,.160,2.6,0.3,2.9,1.8
270,John Henson,PF,29.0,TOT,40.0,600,17.0,.578,.211,.269,8.5,21.8,15.1,13.4,2.0,6.0,15.8,16.3,0.6,0.8,1.4,.109,-1.1,2.1,1.0,0.5
271,John Henson,PF,29.0,CLE,29.0,412,16.9,.539,.258,.275,8.5,22.3,15.4,15.2,1.9,6.7,13.5,16.1,0.4,0.5,0.9,.109,-1.1,2.3,1.1,0.3
272,John Henson,PF,29.0,DET,11.0,188,17.1,.670,.098,.255,8.3,20.8,14.5,9.3,2.1,4.5,20.9,16.7,0.2,0.2,0.4,.110,-1.1,1.7,0.6,0.1
273,Dewan Hernandez,C,23.0,TOR,4.0,11,4.2,.340,.200,.400,19.6,47.0,33.6,0.0,4.3,0.0,14.5,26.8,0.0,0.0,0.0,.003,-18.3,-3.0,-21.3,-0.1
274,Juan Hernangómez,PF,24.0,TOT,48.0,833,10.4,.518,.522,.287,5.5,20.4,12.8,6.6,1.1,1.0,10.3,15.7,0.2,0.7,1.0,.055,-2.2,-1.1,-3.3,-0.3
275,Juan Hernangómez,PF,24.0,DEN,34.0,422,6.9,.442,.545,.227,6.3,18.7,12.5,6.7,0.6,1.1,12.9,14.3,-0.2,0.4,0.1,.014,-4.0,-1.1,-5.2,-0.3
276,Juan Hernangómez,PF,24.0,MIN,14.0,411,14.1,.576,.504,.336,4.7,22.1,13.1,6.4,1.6,0.8,8.2,17.1,0.5,0.4,0.8,.098,-0.4,-1.0,-1.4,0.1
277,Willy Hernangómez,C,25.0,CHO,31.0,375,19.2,.576,.158,.424,12.1,27.5,19.5,13.5,1.3,1.7,15.4,22.9,0.4,0.4,0.8,.107,0.6,-0.5,0.1,0.2
278,Tyler Herro,SG,20.0,MIA,47.0,1280,11.4,.534,.476,.148,1.3,14.6,8.2,11.1,1.1,0.5,11.3,22.0,-0.3,1.1,0.9,.033,-1.0,-1.3,-2.3,-0.1
279,Kevin Hervey,PF,23.0,OKC,7.0,19,-14.9,.091,.727,.000,0.0,11.3,5.8,6.7,0.0,0.0,0.0,25.5,-0.2,0.0,-0.2,-0.471,-13.4,-6.5,-19.9,-0.1
280,Mario Hezonja,PF,24.0,POR,47.0,767,9.5,.532,.339,.270,3.6,18.1,10.9,7.2,1.7,1.0,14.9,13.7,0.1,0.6,0.7,.046,-3.1,0.2,-2.9,-0.2
281,Buddy Hield,SG,27.0,SAC,64.0,2045,16.3,.566,.582,.123,3.1,14.1,8.4,15.8,1.4,0.8,11.8,27.1,1.6,1.5,3.1,.074,2.6,-1.3,1.4,1.7
282,George Hill,PG,33.0,MIL,52.0,1103,17.5,.668,.452,.247,4.3,9.2,6.9,18.4,1.7,0.3,11.6,15.8,3.2,1.9,5.1,.220,1.8,1.4,3.2,1.5
283,Solomon Hill,SF,28.0,TOT,54.0,992,9.8,.542,.629,.169,2.9,13.2,8.2,12.6,1.7,1.1,15.0,13.2,0.4,0.9,1.3,.064,-1.9,0.2,-1.6,0.1
284,Solomon Hill,SF,28.0,MEM,48.0,901,10.2,.549,.631,.163,2.8,13.7,8.4,13.3,1.6,0.7,13.8,13.4,0.5,0.8,1.3,.071,-1.6,0.2,-1.4,0.1
285,Solomon Hill,SF,28.0,MIA,6.0,91,5.9,.447,.600,.267,3.9,8.3,6.2,5.7,2.7,5.5,29.5,11.5,-0.1,0.1,0.0,-0.006,-4.5,0.8,-3.7,0.0
286,Jaylen Hoard,SF,20.0,POR,13.0,103,14.9,.504,.094,.406,14.3,17.8,16.1,5.4,2.3,0.0,9.6,17.2,0.1,0.1,0.2,.096,-0.9,-1.1,-1.9,0.0
287,Aaron Holiday,PG,23.0,IND,58.0,1368,11.7,.517,.409,.145,1.7,8.9,5.3,19.5,1.6,0.8,12.4,19.4,0.4,1.4,1.7,.060,-1.4,-0.3,-1.7,0.1
288,Jrue Holiday,SG,29.0,NOP,55.0,1922,17.5,.535,.346,.183,3.8,10.9,7.3,29.8,2.2,1.9,13.6,24.7,2.1,1.8,4.0,.099,1.9,0.3,2.3,2.1
289,Justin Holiday,SG,30.0,IND,65.0,1617,12.7,.598,.667,.137,2.1,11.9,7.0,7.1,2.3,2.3,8.0,13.5,1.7,2.2,4.0,.117,0.0,1.7,1.6,1.5
290,Rondae Hollis-Jefferson,SF,25.0,TOR,52.0,998,15.5,.533,.058,.437,11.0,15.8,13.4,12.9,2.1,2.1,12.2,17.2,1.4,1.8,3.2,.153,-1.1,1.5,0.5,0.6
291,Richaun Holmes,C,26.0,SAC,39.0,1125,20.5,.685,.000,.312,11.5,21.3,16.3,5.4,1.7,4.7,11.8,16.0,3.2,1.5,4.6,.198,0.6,0.9,1.5,1.0
293,Rodney Hood,SF,27.0,POR,21.0,619,12.2,.625,.413,.157,1.7,10.2,6.0,7.1,1.3,0.5,9.4,13.9,0.9,0.2,1.1,.087,-0.4,-0.5,-0.9,0.2
294,Al Horford,C,33.0,PHI,60.0,1848,15.6,.526,.404,.112,5.5,19.1,12.3,19.2,1.4,2.5,8.7,17.6,2.5,2.5,5.0,.130,1.1,1.1,2.2,2.0
295,Talen Horton-Tucker,SG,19.0,LAL,2.0,5,14.8,.000,1.000,.000,0.0,0.0,0.0,44.9,9.5,0.0,0.0,8.4,0.0,0.0,0.0,.110,0.6,7.2,7.8,0.0
296,Danuel House,SF,26.0,HOU,58.0,1739,11.4,.571,.645,.176,3.4,11.5,7.4,6.1,1.7,1.6,8.6,13.5,1.9,1.6,3.5,.096,-0.6,0.1,-0.5,0.7
297,Dwight Howard,C,34.0,LAL,62.0,1193,18.7,.696,.019,.700,14.6,26.8,20.9,4.8,1.1,5.6,17.8,14.5,2.6,2.4,5.0,.202,-0.8,1.4,0.5,0.8
298,William Howard,SG,26.0,HOU,2.0,13,-12.7,.000,1.000,.000,0.0,16.2,8.1,9.0,0.0,0.0,20.0,15.9,-0.1,0.0,-0.1,-0.354,-14.9,-5.7,-20.7,-0.1
299,Kevin Huerter,SG,21.0,ATL,56.0,1760,11.5,.536,.548,.105,2.1,12.0,7.0,17.5,1.4,1.3,12.0,17.1,1.0,0.6,1.6,.042,-0.6,-0.9,-1.6,0.2
300,De'Andre Hunter,SF,22.0,ATL,63.0,2018,8.6,.521,.445,.211,2.3,13.1,7.6,8.0,1.0,0.7,12.1,17.5,-0.4,0.5,0.1,.001,-2.8,-1.8,-4.7,-1.4
301,Chandler Hutchison,SF,23.0,CHI,28.0,527,12.4,.521,.217,.446,3.6,19.8,11.3,7.4,2.5,1.3,11.4,19.1,0.0,0.7,0.7,.060,-2.7,0.1,-2.6,-0.1
302,Serge Ibaka,C,30.0,TOR,50.0,1377,18.0,.593,.266,.191,8.2,23.3,15.9,8.8,0.8,2.9,12.9,24.1,1.5,2.4,3.9,.136,0.5,-0.1,0.4,0.9
303,Andre Iguodala,SG,36.0,MIA,14.0,259,11.0,.559,.471,.157,4.5,17.9,11.5,15.1,1.5,6.1,23.8,12.2,0.0,0.4,0.4,.078,-2.5,1.9,-0.7,0.1
304,Ersan İlyasova,PF,32.0,MIL,56.0,895,15.2,.591,.428,.259,7.1,22.5,15.2,7.0,1.2,1.4,9.3,16.4,1.5,1.9,3.4,.180,-0.2,0.8,0.6,0.6
305,Joe Ingles,SF,32.0,UTA,64.0,1916,12.5,.588,.628,.170,1.4,12.7,7.3,24.0,1.5,0.4,18.9,15.0,2.4,2.0,4.3,.108,0.0,0.7,0.7,1.3
306,Brandon Ingram,PF,22.0,NOP,56.0,1919,19.2,.590,.352,.328,2.7,16.6,9.6,19.8,1.3,1.6,13.1,28.2,3.2,1.7,4.9,.122,2.7,-0.3,2.4,2.1
307,Kyrie Irving,PG,27.0,BRK,20.0,658,26.3,.595,.341,.245,3.5,12.4,8.1,37.4,1.9,1.3,10.1,32.6,2.1,0.8,3.0,.216,6.6,1.0,7.6,1.6
308,Jonathan Isaac,SF,22.0,ORL,32.0,949,16.9,.542,.283,.227,6.2,19.3,12.6,7.0,2.6,7.4,11.7,18.3,0.4,1.9,2.3,.114,-0.8,2.9,2.0,1.0
309,Wesley Iwundu,SF,25.0,ORL,45.0,810,9.9,.521,.345,.392,2.9,12.4,7.5,7.9,1.5,1.2,7.3,13.1,0.6,0.8,1.4,.080,-3.1,0.2,-2.9,-0.2
310,Frank Jackson,PG,21.0,NOP,51.0,656,7.7,.500,.467,.249,3.0,8.4,5.7,8.6,1.1,0.5,13.1,20.4,-0.4,0.3,-0.1,-0.005,-4.0,-2.0,-6.0,-0.7
311,Jaren Jackson Jr.,C,20.0,MEM,54.0,1512,16.1,.590,.485,.237,3.8,13.7,8.8,7.5,1.1,5.0,10.8,23.9,1.5,1.7,3.1,.100,0.2,0.0,0.2,0.8
312,Josh Jackson,SG,22.0,MEM,18.0,357,14.0,.539,.465,.284,3.3,13.5,8.5,12.4,2.4,2.2,12.5,23.2,0.0,0.4,0.5,.062,-1.1,1.2,0.0,0.2
314,Justin Jackson,PF,24.0,DAL,58.0,929,10.0,.498,.486,.141,3.1,12.7,8.0,7.2,0.6,0.9,3.5,15.8,0.7,0.6,1.3,.066,-1.7,-1.2,-2.9,-0.2
315,Reggie Jackson,PG,29.0,TOT,23.0,556,15.0,.533,.440,.167,3.0,10.2,6.6,28.7,0.9,0.8,12.7,24.5,0.6,0.3,0.9,.077,1.8,-1.3,0.5,0.4
316,Reggie Jackson,PG,29.0,DET,14.0,381,14.8,.492,.414,.167,3.2,9.1,6.1,30.8,1.0,0.2,9.8,27.0,0.3,0.1,0.4,.047,1.7,-2.2,-0.5,0.1
317,Reggie Jackson,PG,29.0,LAC,9.0,175,15.6,.670,.525,.169,2.4,12.7,7.7,24.2,0.5,2.0,21.1,19.1,0.3,0.2,0.5,.142,2.1,0.6,2.8,0.2
318,Justin James,SG,23.0,SAC,34.0,218,11.5,.487,.333,.269,3.0,12.7,7.8,10.8,1.3,3.9,8.4,19.0,0.0,0.2,0.2,.037,-1.0,0.2,-0.7,0.1
319,LeBron James,PG,35.0,LAL,60.0,2094,26.0,.582,.324,.292,3.1,21.0,12.3,49.7,1.7,1.3,15.3,31.6,6.1,3.4,9.5,.218,6.8,1.9,8.7,5.7
320,Amile Jefferson,PF,26.0,ORL,18.0,74,8.9,.372,.000,1.000,14.0,19.5,16.7,7.2,0.7,3.7,13.0,13.5,0.0,0.1,0.0,.023,-4.9,-1.0,-5.9,-0.1
321,DaQuan Jeffries,SG,22.0,SAC,6.0,19,10.7,.500,.571,.000,5.8,0.0,3.0,7.8,2.6,0.0,0.0,16.1,0.0,0.0,0.0,.081,-2.3,-0.3,-2.6,0.0
322,Ty Jerome,PG,22.0,PHO,28.0,315,8.1,.437,.443,.132,2.1,12.6,7.2,18.8,2.1,0.8,13.8,17.6,-0.3,0.3,0.0,-0.002,-3.9,0.0,-3.8,-0.1
323,Alize Johnson,SF,23.0,IND,13.0,54,10.8,.510,.000,.400,14.4,22.3,18.4,5.0,0.0,0.0,14.5,16.8,0.0,0.1,0.1,.070,-3.2,-1.6,-4.8,0.0
324,B.J. Johnson,SF,24.0,ORL,8.0,46,2.5,.344,.333,.111,2.3,12.1,7.0,6.1,2.1,0.0,13.7,20.6,-0.2,0.0,-0.1,-0.132,-7.2,-2.5,-9.7,-0.1
325,Cameron Johnson,PF,23.0,PHO,49.0,996,12.2,.576,.705,.142,4.3,11.5,7.8,7.4,1.4,1.4,7.7,16.0,1.1,0.7,1.8,.086,0.5,-0.7,-0.2,0.5
326,James Johnson,PF,32.0,TOT,32.0,619,14.8,.572,.423,.223,4.3,16.3,10.3,18.4,1.9,4.6,16.9,19.4,0.4,0.8,1.2,.089,-1.1,1.1,0.0,0.3
327,James Johnson,PF,32.0,MIA,18.0,281,11.1,.547,.517,.161,3.3,16.9,10.4,11.1,1.0,4.6,13.9,17.0,0.0,0.4,0.4,.066,-2.6,0.7,-1.9,0.0
328,James Johnson,PF,32.0,MIN,14.0,338,17.9,.588,.359,.266,5.1,15.9,10.3,24.4,2.6,4.7,18.8,21.4,0.3,0.4,0.8,.109,0.2,1.5,1.7,0.3
329,Keldon Johnson,SF,20.0,SAS,9.0,92,16.6,.579,.161,.323,5.8,14.1,10.0,9.4,2.6,1.0,7.8,18.1,0.2,0.1,0.2,.119,-0.3,-0.6,-0.9,0.0
330,Stanley Johnson,PF,23.0,TOR,20.0,96,3.1,.342,.419,.194,3.4,20.5,12.1,11.0,2.0,2.0,19.2,18.6,-0.3,0.2,-0.1,-0.068,-7.9,1.4,-6.5,-0.1
331,Tyler Johnson,SG,27.0,PHO,31.0,515,8.1,.481,.485,.187,2.1,9.3,5.6,13.5,1.1,1.4,11.5,17.3,-0.2,0.3,0.1,.011,-3.0,-0.7,-3.7,-0.2
332,Nikola Jokić,C,24.0,DEN,65.0,2101,25.0,.604,.233,.277,8.2,26.9,17.6,34.3,1.8,1.9,15.7,26.6,6.0,3.2,9.2,.209,5.4,2.3,7.6,5.1
333,Damian Jones,C,24.0,ATL,55.0,887,15.5,.712,.051,.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,2.2,0.6,2.8,.152,-1.6,0.1,-1.4,0.1
334,Derrick Jones Jr.,SF,22.0,MIA,51.0,1249,14.8,.609,.390,.350,5.4,13.5,9.6,6.7,2.1,2.9,6.8,14.1,2.3,1.6,3.9,.150,-0.4,1.1,0.8,0.9
335,Tyus Jones,PG,23.0,MEM,65.0,1232,15.7,.532,.289,.135,0.8,7.9,4.4,31.7,2.2,0.4,10.8,17.2,2.0,1.0,3.0,.115,0.4,0.1,0.6,0.8
336,DeAndre Jordan,C,31.0,BRK,56.0,1234,20.0,.682,.000,.425,12.1,34.2,23.4,12.8,0.7,3.5,17.8,14.1,3.0,2.3,5.3,.204,1.1,1.8,2.8,1.5
337,Cory Joseph,PG,28.0,SAC,64.0,1538,10.3,.513,.363,.157,2.6,9.5,6.0,19.4,1.5,1.3,14.0,13.0,1.1,1.0,2.2,.067,-2.1,0.3,-1.8,0.1
339,Mfiondu Kabengele,C,22.0,LAC,12.0,64,18.2,.614,.625,.156,1.7,15.7,8.9,4.9,1.5,2.7,5.5,23.5,0.1,0.1,0.2,.175,2.2,-0.1,2.1,0.1
340,Frank Kaminsky,C,26.0,PHO,32.0,718,14.5,.554,.401,.315,4.6,20.2,12.2,14.8,0.9,1.2,9.4,20.8,0.8,0.6,1.4,.092,0.2,-0.3,-0.1,0.3
341,Enes Kanter,C,27.0,BOS,51.0,891,22.0,.594,.023,.286,17.1,30.2,23.7,8.4,1.1,3.9,12.9,19.3,2.1,1.7,3.8,.207,1.6,-0.1,1.5,0.8
342,Luke Kennard,SG,23.0,DET,28.0,922,14.4,.589,.535,.219,1.1,11.1,6.0,19.2,0.6,0.5,10.3,19.8,1.6,0.3,1.9,.100,1.1,-1.4,-0.3,0.4
343,Stanton Kidd,SF,27.0,UTA,4.0,15,-13.7,.000,.333,.000,0.0,21.0,11.0,8.0,0.0,0.0,40.0,14.6,-0.1,0.0,-0.1,-0.327,-15.6,-1.3,-16.9,-0.1
344,Michael Kidd-Gilchrist,PF-SF,26.0,TOT,21.0,231,4.2,.401,.333,.183,5.5,20.3,12.8,8.1,0.4,1.9,16.7,14.8,-0.3,0.2,-0.2,-0.037,-6.6,-0.9,-7.5,-0.3
345,Michael Kidd-Gilchrist,PF,26.0,CHO,12.0,160,6.1,.421,.321,.170,5.9,18.4,11.9,9.5,0.0,1.7,10.9,17.6,-0.2,0.1,-0.1,-0.029,-5.3,-1.6,-6.9,-0.2
346,Michael Kidd-Gilchrist,SF,26.0,DAL,9.0,71,-0.1,.254,.429,.286,4.5,24.6,14.7,5.0,1.4,2.4,43.2,8.4,-0.2,0.1,-0.1,-0.055,-9.7,0.8,-8.9,-0.1
347,Louis King,SF,20.0,DET,10.0,62,6.3,.448,.524,.143,1.8,16.7,9.2,11.8,1.6,0.0,8.2,17.1,-0.1,0.0,0.0,-0.007,-5.1,-1.1,-6.2,-0.1
348,Maxi Kleber,C,28.0,DAL,66.0,1695,13.8,.603,.614,.172,6.2,15.5,11.0,6.2,0.6,3.9,8.7,13.9,2.9,1.7,4.6,.131,0.5,0.2,0.6,1.1
349,Brandon Knight,PG,28.0,TOT,25.0,462,8.5,.503,.784,.204,1.0,9.1,5.0,21.6,1.1,0.6,17.3,20.6,-0.2,0.1,-0.1,-0.010,-1.8,-2.7,-4.4,-0.3
350,Brandon Knight,PG,28.0,CLE,16.0,241,5.5,.431,.744,.151,1.4,7.9,4.6,18.0,1.0,0.7,14.9,19.1,-0.3,0.0,-0.3,-0.062,-3.9,-2.8,-6.6,-0.3
351,Brandon Knight,PG,28.0,DET,9.0,221,11.9,.576,.827,.259,0.5,10.4,5.4,25.6,1.1,0.4,19.6,22.2,0.1,0.1,0.2,.046,0.5,-2.5,-2.0,0.0
352,Kevin Knox,SF,20.0,NYK,65.0,1166,8.4,.470,.496,.252,2.5,14.7,8.4,7.4,1.0,2.3,9.2,17.8,-0.5,0.7,0.2,.006,-3.1,-1.1,-4.2,-0.6
353,John Konchar,SG,23.0,MEM,15.0,167,19.0,.711,.257,.057,11.5,17.3,14.4,16.7,2.0,1.6,14.3,10.4,0.5,0.2,0.7,.195,2.7,2.2,5.0,0.3
354,Furkan Korkmaz,SG,22.0,PHI,64.0,1398,11.7,.571,.617,.140,1.3,10.4,5.8,7.3,1.3,0.9,8.7,18.5,1.0,1.3,2.3,.079,-0.6,-0.9,-1.5,0.2
355,Luke Kornet,C,24.0,CHI,36.0,559,12.7,.539,.578,.150,4.1,12.9,8.3,8.5,0.9,4.4,6.6,16.3,0.5,0.5,1.1,.091,-0.9,-0.2,-1.1,0.1
356,Kyle Korver,SF,38.0,MIL,50.0,833,11.2,.613,.799,.131,1.8,10.1,6.2,9.5,1.2,1.3,13.3,15.7,0.8,1.4,2.2,.125,-0.5,0.7,0.2,0.5
357,Rodions Kurucs,PF,21.0,BRK,39.0,501,8.4,.554,.485,.209,3.8,15.8,10.0,9.4,1.6,0.5,19.3,15.1,-0.1,0.6,0.5,.048,-3.9,0.9,-2.9,-0.1
358,Kyle Kuzma,PF,24.0,LAL,54.0,1327,11.6,.522,.401,.221,4.0,15.5,9.9,7.4,0.8,1.4,11.6,23.2,-0.2,1.6,1.4,.052,-2.2,-1.3,-3.5,-0.5
359,Skal Labissière,C,23.0,POR,33.0,567,15.4,.588,.088,.224,12.1,18.7,15.4,10.2,0.6,4.6,15.7,14.3,1.0,0.4,1.4,.122,-1.5,0.3,-1.3,0.1
360,Jeremy Lamb,SG,27.0,IND,46.0,1291,14.1,.547,.330,.230,2.1,14.9,8.5,10.5,2.1,1.5,8.7,19.7,0.9,1.8,2.7,.099,-1.1,0.7,-0.4,0.5
361,Romeo Langford,SG,20.0,BOS,27.0,298,6.0,.465,.359,.359,5.1,6.4,5.8,2.6,1.3,1.9,10.8,11.9,-0.1,0.3,0.2,.039,-4.5,-0.1,-4.6,-0.2
362,Zach LaVine,SG,24.0,CHI,60.0,2085,19.5,.568,.404,.279,2.1,13.8,7.7,21.7,2.0,1.3,13.3,31.7,1.8,2.2,4.0,.092,3.3,-0.8,2.5,2.4
364,Vic Law,SF,24.0,ORL,5.0,9,-16.6,.000,.333,.667,0.0,12.4,6.0,0.0,0.0,0.0,0.0,18.6,-0.1,0.0,-0.1,-0.456,-17.0,-8.2,-25.2,-0.1
365,Jake Layman,PF,25.0,MIN,23.0,505,10.3,.544,.402,.179,3.4,8.7,6.0,4.4,1.6,1.6,11.1,17.7,0.0,0.3,0.3,.029,-2.7,-1.0,-3.7,-0.2
366,T.J. Leaf,PF,22.0,IND,25.0,193,13.8,.485,.203,.174,12.1,24.4,18.3,4.3,2.0,1.4,8.6,18.5,0.0,0.3,0.4,.088,-1.4,-0.1,-1.5,0.0
367,Jalen Lecque,PG,19.0,PHO,4.0,26,5.0,.460,.400,.200,0.0,0.0,0.0,11.1,0.0,0.0,8.4,19.4,0.0,0.0,0.0,-0.042,-5.7,-3.6,-9.3,0.0
368,Courtney Lee,SG,34.0,DAL,24.0,345,10.9,.629,.573,.085,2.2,7.4,4.9,4.7,2.5,1.5,11.4,11.9,0.3,0.4,0.7,.098,-2.1,1.6,-0.5,0.1
369,Damion Lee,SG,27.0,GSW,49.0,1423,12.7,.548,.468,.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.0,0.9,0.8,1.7,.058,-1.5,-0.8,-2.3,-0.1
370,Alex Len,C,26.0,TOT,49.0,895,18.0,.596,.185,.301,11.4,24.5,17.9,8.1,1.2,4.5,12.8,18.3,1.4,0.9,2.3,.122,-0.2,-0.2,-0.5,0.3
371,Alex Len,C,26.0,ATL,40.0,745,17.5,.590,.215,.312,9.8,23.6,16.6,8.7,1.3,3.7,11.7,18.6,1.1,0.6,1.8,.113,-0.2,-0.3,-0.4,0.3
372,Alex Len,C,26.0,SAC,9.0,150,20.3,.636,.000,.238,19.0,29.3,24.1,5.1,0.7,8.3,19.2,16.7,0.3,0.2,0.5,.165,-0.7,0.1,-0.6,0.1
373,Kawhi Leonard,SF,28.0,LAC,51.0,1643,26.7,.585,.287,.344,3.3,19.7,11.7,27.0,2.6,1.7,10.7,33.2,4.6,3.0,7.6,.222,6.5,2.5,9.0,4.6
374,Meyers Leonard,C,27.0,MIA,49.0,987,11.1,.640,.534,.117,3.2,24.1,14.1,7.7,0.6,1.5,13.0,12.0,1.0,1.1,2.1,.104,-1.0,0.4,-0.6,0.3
375,Caris LeVert,SG,25.0,BRK,39.0,1131,15.1,.509,.310,.264,3.7,10.6,7.2,23.5,1.8,0.5,12.6,28.8,-0.1,1.2,1.2,.050,0.1,-0.7,-0.6,0.4
376,Damian Lillard,PG,29.0,POR,58.0,2140,26.2,.619,.493,.377,1.5,10.5,6.1,34.1,1.3,0.8,11.0,30.2,8.9,0.7,9.6,.215,7.9,-0.7,7.2,5.0
377,Nassir Little,PF,19.0,POR,48.0,573,9.7,.505,.391,.291,5.7,13.7,9.8,5.1,1.1,2.1,8.1,13.7,0.3,0.3,0.6,.050,-2.9,-0.6,-3.5,-0.2
378,Kevon Looney,C,23.0,GSW,20.0,262,9.4,.403,.177,.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,-0.2,0.2,0.0,.005,-4.8,-0.8,-5.5,-0.2
379,Brook Lopez,C,31.0,MIL,61.0,1622,14.0,.537,.497,.212,2.7,13.2,8.3,7.8,1.2,8.0,9.2,17.5,0.8,3.9,4.6,.137,-1.1,2.8,1.8,1.5
380,Robin Lopez,C,31.0,MIL,60.0,862,11.1,.565,.352,.158,6.3,10.2,8.4,6.4,0.5,4.1,15.6,16.6,0.2,1.5,1.7,.095,-2.4,0.5,-1.9,0.0
381,Kevin Love,PF,31.0,CLE,56.0,1780,17.9,.599,.536,.301,3.3,31.1,17.1,15.4,0.9,0.9,14.5,23.1,2.5,1.2,3.8,.102,2.6,-0.6,2.1,1.8
382,Kyle Lowry,PG,33.0,TOR,52.0,1901,17.9,.589,.583,.399,1.7,12.0,7.0,31.0,1.8,1.1,15.0,23.1,4.1,2.8,6.9,.173,2.5,0.7,3.2,2.5
383,Timothé Luwawu-Cabarrot,SG,24.0,BRK,39.0,671,8.9,.563,.568,.323,3.8,10.0,7.0,5.3,1.1,0.7,12.7,15.7,0.4,0.6,1.0,.069,-3.0,-0.2,-3.2,-0.2
384,Trey Lyles,PF,24.0,SAS,63.0,1271,12.7,.557,.490,.131,6.0,24.6,15.3,7.3,1.1,1.9,9.7,13.7,1.2,1.0,2.2,.081,-0.5,-0.7,-1.2,0.2
385,Daryl Macon,SG,24.0,MIA,4.0,14,-3.1,.500,.667,.000,0.0,0.0,0.0,9.6,0.0,0.0,40.0,15.8,0.0,0.0,0.0,-0.161,-7.0,-4.4,-11.4,0.0
387,J.P. Macura,SG,24.0,CLE,1.0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.023,-5.1,-1.2,-6.3,0.0
388,Josh Magette,PG,30.0,ORL,8.0,38,5.1,.378,.267,.133,2.7,14.6,8.5,19.2,3.9,2.4,23.9,23.8,-0.2,0.1,-0.1,-0.126,-8.0,1.6,-6.4,0.0
389,Ian Mahinmi,C,33.0,WAS,38.0,808,14.1,.545,.124,.538,10.2,19.8,14.8,8.2,1.8,4.7,14.8,15.7,0.7,0.7,1.4,.082,-2.7,0.0,-2.7,-0.2
390,Thon Maker,C,22.0,DET,60.0,776,13.7,.582,.332,.570,7.8,16.7,12.2,8.0,1.6,4.2,15.7,16.1,0.7,0.8,1.5,.096,-2.0,0.7,-1.4,0.1
391,Terance Mann,SG,23.0,LAC,35.0,271,7.1,.472,.222,.222,1.6,10.8,6.3,17.9,1.4,1.6,19.1,11.2,0.0,0.3,0.3,.057,-4.7,1.2,-3.5,-0.1
392,Boban Marjanović,C,31.0,DAL,37.0,337,24.5,.599,.087,.272,16.8,30.5,23.7,6.7,1.0,1.8,11.8,27.9,0.8,0.5,1.3,.184,1.7,-1.7,0.0,0.2
393,Lauri Markkanen,PF,22.0,CHI,50.0,1492,14.3,.560,.536,.259,4.2,19.7,11.6,7.6,1.4,1.5,11.0,21.1,1.1,1.6,2.6,.084,0.2,-0.8,-0.5,0.5
394,Caleb Martin,SF,24.0,CHO,18.0,317,12.0,.595,.440,.250,3.3,10.0,6.5,11.1,1.9,2.0,13.9,15.0,0.3,0.2,0.5,.081,-1.6,0.5,-1.0,0.1
395,Cody Martin,SF,24.0,CHO,48.0,903,10.5,.505,.372,.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,0.2,0.8,1.0,.052,-3.1,1.0,-2.1,0.0
396,Jeremiah Martin,PG,23.0,BRK,3.0,16,5.9,.200,.200,.000,0.0,12.6,6.4,16.5,3.0,5.2,0.0,13.1,0.0,0.0,0.0,-0.040,-6.6,3.6,-3.0,0.0
